,title,link,tag,comment
10,[Playlist] 듣기만 해도 설레는 K-캐롤 크리스마스 플레이리스트,/watch?v=0hLhIxc-nJQ,"['', '#크리스마스 #캐롤 #플레이리스트']","[':)[Timeline]0:01 백예린 - Love you on Christmas3:30 태연 - This Christmas 7:56 태티서 - 겨울을 닮은 너11:16 이하이 - For You (feat. Crush)14:43 멜로망스 - 축제19:16 EXO - Christmas Day23:02 d.ear - 12월 24일26:45 정승환 - 십이월 이십오일의 고백', '진짜 첫곡부터 끝곡까지 다 좋네요!', '오 처음이네요 한국노래!! feel it님 솔크 잘 보내세용^^', '오오 저번에 한국노래도 해달라했었는데 드뎌️', '사랑에 빠지고 싶네요', '감사합니다 이번 크리스마스도 어림 없이 솔로군요', 'Everyone who reads this, we don’t know each other and probably never will but I wish you all the best in life and all the luck in the world.', '♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡', '크리스마스 언제와~~~ ㅎㅎ', '우왁!', 'ㄱㅅ']"
11,[Playlist] 시험공부할 때 들어요,/watch?v=td9kPVQQHMw,"['', '#플레이리스트 #시험 #화이팅']","['다들 시험공부 화이팅[Timeline] 0:01 Joel Blackmon - Morning3:04 Jesse Barrera, Johnny Stimson, Jeff Bernat - Casual (Acoustic)6:35 Cameron Dallas - Helpless9:20 Isac Elliot - Waving At Cars11:58 Selena Gomez - Cut You Off 15:00 Zachary Knowless - let you go17:07 Alexander 23 - Good to See You Again! 20:21 Jeremy Zucker, Chelsea Cutler - this is how you fall in love23:14 Eighty Ninety - Forever26:28 Mills - Morning View 28:58 Christopher - Stones (feat. Daniel Schulz)', '너무너무 좋아요!! ㅠㅠ 딱 제가 찾던 그런 노래들이에요유 감사합니당', '시험은 아니지만 작업하고 있었는데 정말감사합니다️️', '어찌 딱 공부중일 때 열공 플리라뇨!! 정녕 당신은 천사가 아니시고 누구시랍니까,,, 저 반해여ㅜㅠ', '첫 곡부터 취향저격…', '시험은 끝났지만 잘들을께요', '시험은 끝났지만 잘듣고 갑니답', '와.... 넘 잘 만드셨다!!', '공부는 미루지만 이건 못 미루지 ~~~~', '시간이 금방가네용 ㅎㅎㅎㅎㅎ작업음악으로 딱입니당 ㅎㅎ', '아... 시험공부한다고  채널 오는거 깜빡했다...', '', '부들부들부드릅소....좋아요와 구독 받으소', '헓 첫번째 조회수 ', '당신을 공부하고 싶다', '!']"
12,[Playlist] 와인 한 잔🍷 그리고 재즈팝,/watch?v=PaYaPWP8X0o,"['', '#재즈 #플레이리스트 #와인바']","[""요즘 재즈에 빠졌어요[Timeline] 0:01 Ella Fitzgerald - Misty2:52 Chet baker - i get along without you very well5:49 Cyrille Aimee - Young At Heart9:17 Karen Souza - Creep12:48 Damon Brown Quintet - That's All19:55 Lisa Ono - Fly Me To The Moon 23:36 Olivia Ong - L-O-V-E26:04 Stacy Kent - This Happy Madness31:42 Michael Buble - Always On My Mind"", '이런 분위기 음악은 처음인데 되게 편안해져서 좋네요. 오늘도 잘 듣겠습니다', '재즈 최고... 가을에 듣는 재즈는 더 좋은 거 같아요', '스타트가 미스티 ㄷㄷ 재잘알', '재즈까지!?!!! 플레이리스트 최고맛집 ㅠ♡ㅠ', '좋아요 재즈바 온 느낌 :) !!', '오 저도 요즘 재즈팝 듣는데', '', '1빠']"
13,[Playlist] 선선한 여름밤의 추억,/watch?v=ndVPlns60WA,"['', '#플레이리스트 #여름 #팝송']","[""[Timeline] 0:01 LANY - never mind, let's break up2:41 Nova Miller, Bankrol Hayden - apricot skies6:05 Conor Matthews - Hit Me Back (feat. Social House)9:13 Valley - Oh shit...are we in love? 11:48 Daniel Schulz - AFK14:22 kwassa - sucker17:25 Loote, R I L E Y - Tell Me Why20:42 Chris James - Hey It's Me23:12 HONNE - Coming Home (feat. NIKI)"", '시원해서 밤이 상쾌하다', '역시.. 이번에도 너무 좋아요 ♡', '1000만 축하드려용 제가 투표한 커버 사진으로 하셨네요', '첫 도입부 넘 좋당 ㅋㅋ 여행 시작할때 설레는 기분', '넘 좋네요ㅎㅎ', '너무 좋네여..하 조타,,,', '잘 들을게요!', '필릿 기다렷어요!!!!!!', '시작이 LANY인것부터 끝났다....', '새벽의 여름냄새 이제 그 냄새도 점차 얕아지네', '늦게왔다', 'ㅡㅡ']"
14,[Playlist] 신나고 싶을 때 들어요,/watch?v=8WWMp2ySPuo,"['', '#여름 #playlist #팝송']","['더위야 물러가라[Timeline]0:01 Sigala, Fuse ODG, Sean Paul - Feels Like Home (Feat. Kent Jones)3:38 Sunset City - Forget It All6:45 Regi - Summer Life (Feat. Jake Reese, OT)9:55 Ocean Park Standoff - Good Time12:49 Mamota, The Vamps - Staying Up15:54 Hedley - All Night19:37 HRVY, Matoma - Good Vibes22:27 Guy Sebastian - High On Me25:44 AJR - Way Less Sad28:26 Galantis, Ship Wrek, Pink Sweat$ - Only A Fool', '선곡 진짜 지려버렸다...', '코로나전 해외여행다닐때가 생각나네요잘듣구갑니당 좋은영상 감사합니다', '너무 좋네요', '감성 지렸다..크', '진짜 선곡 미춋다', '진짜밝은곡 제일 잘고르시는듯', '머야 진짜 좋아', '저 신나고 싶어서 들어왔어요~~||', '아 진짜.. 돌아버리겠다~ 뭔 놈의 바이러스가 사라지지도 않고, 찜통 더위까지..! ', '늦게와서 죄송해요...ㅜㅜ ㅎㅎ', '1']"
15,[Playlist] 비 올 때 들어요,/watch?v=8TQxxcOl9sk,"['', '#비 #플레이리스트 #감성팝송']","['비에 대한 추억이 있나요?️[Timeline] 0:01 HONNE - All In The Value3:37 Pang - Me For You (feat. Jael)7:48 The Millennial Club - like i do12:20 Cheat Codes - Hate You + Love You (feat. AJ Mitchell)15:40 Feyde - Stars17:20 Ariana Grande - pov20:41 H.E.R. - Best Part (feat. Daniel Caesar)24:11 heyden - if you', '와 걸어다니는 영상에 노래 넣는거 너무 좋아요!!', '한곡 한곡 넘어갈 때마다 이햐..감탄하면서 들었네요ㅋㅋ올려주시는 곡들이 다 취저라 매일 새벽 제 심금을 울려요항상 잘 듣고있어요 고맙습니다', 'Thank you so much. Your songs save my days.', '아 진짜 너무 좋다. 자주 올게요 ♡-♡', '잘 지내나요? 최근 부쩍 비가 자주 내려서 비소리 들으면서 듣기에 딱이네요. 대단히 땡큐요.', '역시 노잘알 감성영씨네요!!', '저 혼자 상처 받는거에 너무 지쳤어요..', '살아있으셨구먼 ㅎㅎ', 'ㅎㅎㅎ', '어디가신거야...', '우산이 없어요']"
16,[Playlist] 노을 지는 한강을 바라보며 듣기 좋은 플레이리스트,/watch?v=fumkdRXhHYQ,"['', '한강공원']","['그립다 한강아[Timeline]0:01 Bren Joy - Insecure (Feat. Pink Sweat$)2:58 JAX - Ring Pop5:24 Devin Kennedy - Somthing Bout That Feeling7:38 Jeremy Passion - Bye Bye11:06 KYLE - Babies (Feat. Alessia Cara)15:07 Fiji Blue - Waves17:20 Pink Sweat$ - Lows20:35 Paige - Too Much To H823:27 keshi - always', ""Good Playlist! It's morning here and I felt horrible, without any motivation for classes... But I feel it with this playlist. It seems a good day now :))"", '여기서 듣는 노래들 다 너무 좋네요.. 어떻게 이런 곡들을 찾으시는지 대단하십니다', 'I love this song ', '감성 너무 좋아요 진짜 계속 올려주세요...', '어떻게 이렇게 띵곡들만 알고 계시지', '노래 너무 좋네요~', '와 대박 .. 영상 사진이 아무리 봐도 제가 찍은 사진 같아서 뭐지 도용인가 싶어서 피드에 제가 찍은 사진이랑 비교해보는데 저랑 같은 날 같은 구도에서 찍은 사진이라 소름.. 저기 앉아 계신 분들은 저랑 똑같은데 지나다니시는 분만 저랑 달라요 사진이..!  19년 9월 15일쯤 뚝섬 한강공원..', 'Thank u for a good playlist', '너무나도 힘이되네요 시험기간에 잘 들으면서 공부하고있습니다', '이번에두 역시 너무 좋아요... feel it 센스는 믿고 들어요', '이분꺼 노래 너무 좋아요ㅜㅜㅜ노래가 딱 제취향이에요!', '이 분 선곡 맛집임..', 'In love with this..', '체고.. ♡ 믿듣삘 ', '여윽쉬 오늘도 취저플리 어?입뽀다️\u200d', '조회수 1.5만중 내가 1천번은 들은듯 ㅎ 취저에 감사드립니다 좋아요 1천개 누르고 싶음', '21살 살면서 한강 한번 못가봤네ㅋㅋ', '잘 들을게요', '이 분 유명해지기 전  고정좀', '와우', '조회수 3 좋아요 3개 첫소절 듣자마자 끄덕했습니다', '누나 언제 와...', '26:46', '저랑 한강 가실래요?']"
17,[Playlist] 과제할 때 들어요,/watch?v=Qgk9G2zeo9s,"['', '#과제 #귀찮음 #플레이리스트']","['[Timeline]0:01 Peach Tree Rascals - Mariposa (acoustic)3:37 eldon - Mily6:31 esper - pink clouds9:22 Sasha Sloan - Matter to you12:58 Jake Miller - Ross and Rachel16:10 Verginia to Vegas, Mokita - flyby.19:14 Jeff Bernat - This Time22:20 Conor Matthews - Midnight Flight', '영상 속 곡 하나하나가 전부 너무 좋아요자주 올려주세요', '아침 시작과도 잘 어울리는 노래인 것 같습니다. 항상 좋은 곡들로 올려주셔서 감사합니다.', '과제하면서 듣는데, 너무 좋다는 말이 입 밖으로 계속 나오네요..흡끅ㄱ 노래 취향 똑같애용️', '오늘 과제해야하는데 타이밍이 어떻게 이리 잘 맞네요 ㅋㅋ 잘 듣겠습니다!', '다 제가 환장하는 곡만 넣어놓으셨네요?? 역시..️', '어쩜 오늘부터 과제폭탄 수습해야하는데 ..ㅋㅋㅋㅋ 이거 들으면서 해야겠네용 감사합니다 !', '과제 없는데 일단 들을게요', 'Amazing playlist...', '듣다가 귀가 녹아서 과제 할 수가 없네요ㅋㅋㅋ', '필잇님 곡 선정에 힘입어 과제를 시작하겟습니다', '여기 플리는  몰랐던 노래를 알 수 있어서 너무 좋음 ㅠ', '과제가 술술풀리네요!!', '보통 플리 업로드는 언제하시나요?', '씻어야 하는데 일단 누워서 들을게요..#.#', '이 영상을 보는 순간 뜨는 알람 “과제가 생성되었습니다” ㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠ', '음~♡ 음악 분위기가 너무 좋아요~0~', '게임하면서 듣겟습니다 집중용..!ㅋㅋ', '이번 시험기간 플레이리스트는 이거답!-!', '내일 수행인데 벼락치기 해야해요..•0•.. 새벽에 공부하면서 들어야겠어윱', '과제가 25분만에 안끝나는데요..', '댓삭당했다.. 힝구리퐁퐁.,.', '오호', '안녕하세요']"
18,[Playlist] 힐링이 필요할 때 들어요,/watch?v=uyenMUY48Dg,"['', '[Playlist] 힐링이 필요할 때 들어요']","['수고했어요️[Timeline] {29:03}0:00 Johnny Stinson - Smile2:45 Mokita - Down5:54 Sasha Sloan - Is it just me?8:28 Faime - Feels Like You11:47 Heyden - You Got Me!14:57 Jeremy Passion - Nothing20:09 Anthony Watts - Wave22:58 Catie Turner - One Day25:40 Jeff Bernat - Wrong About Forever', 'Me ayuda bastante es reconfortante y tranquila : )  (I wrote it in my language, thank you very much, it helps me a lot ) ', '영상올라오길만을 기다렸어여ㅜㅜㅜ좋은 노래 많이 담아주셔서 감사합니다...!!!!!!feel it님이 올려주신 영상 중 몇몇 노래들이 제 인생곡이 된 것도 꽤 이써여!!!!! 감사해여ㅕㅕㅕㅕㅕ', '노래가 다 너무 좋네요. 잘듣고 갑니다!!', '우연히 알고리즘에 떠서 듣게 되었는데 제가 너무 좋아 하는 장르만 모아 놓으셨는데 진짜 굿입니다!!', '아,,, 첫 곡 부터 감성 녹아버린다️', '너무 좋아요ㅜ배경도 넘 위로가 되는거 같아요!다만 음악이 롱타임 길었으면 좋겠어요ㅜ자면서 듣고 싶어서요', '곡도 곡이지만 사진도 너무 이쁘네요 저런곳에서 내려다 보면서 들으면 갬성 뿜뿜 할거같아요', '저도 플레이리스트 올리고 있는데 여기는 진짜 맛집이네요!!!!', '사.랑.해.요.삐.릿 ! ', '귀 호강 미친...', '우리 모두 힘내봐요오늘보단 더 나은 내일을 만들어가야죠', 'i really really impresed with this video thanks feel it', '너무 좋네요..', '역싀존좋 한국노래로도 플레이리스트 맹들어쥬세요ㅎ', '여기 노래 맛집이네요….️', '오늘 아니 이번주 아니 올해 평생 계속 화이팅 합시다!', 'Thank you', '이노래를 들으면서 어릴때힘들게 살았던 과거가 생각나서  멍하니 생각에 잠기는 새벽이 된거같네요...', '하 첫곡부터 지려버리네..', '최고최고', '오랜만입니다 주인장 : )', '크 기다렸습니다', '3번째 노래 너무 좋네요 ><오늘 치킨 감사하게 먹었습니다', '처음부터 ㄷㄷ 박고 갑니다', 'ㅋㅋㅋㅋㅋㅋㅋ', '(플리몽땅내꺼)', 'First']"
19,[Playlist] 답답한데 신나는 팝송 들으면서 드라이브 어때?,/watch?v=Re6eoxN-u6o,"['', '#팝송 #플레이리스트 #드라이브']","['오랜만이에요[Timeline]0:00 Jubel - Weekend Vibe2:44 Alexander Oscar - Bad Intentions5:48 Virginia To Vegas - Palm Springs8:31 Olly Murs - Feel the Same11:42 salem ilese - Coke & Mentos13:50 Jens - In or Out16:43 John K - cheap sunglasses20:01 Jeremy Zucker - supercuts23:22 Hips - Laugh26:20 Meghan Trainor - No Excuses', '맨날 이 플리만 듣고 있습니다ㅠㅠ 혹시 이런 분위기 비슷한 플리 더 부탁드려도 될까요?! 너무 좋아요', '노래가 어쩜 이렇게 좋죠넘넘 감사해요 ', '헐 미쳤나봐 ㅠㅠㅠㅠㅠㅠㅠ 진짜 기다렸어요 ㅠㅠㅠㅠ 힘들때 위로가 되줬던 채널이여서 돌아오셨으면하는 마음이컸는데 ㅠㅠㅠ 진짜로 감사합니다 ㅠㅠㅠㅠㅠㅠㅠ', '계속 기다렸어요 ㅠㅠ 항상 좋은 노래 감사합니다', '꺅♡̶ 진짜 어디서 이런 좋은 노래들만 찾아오는거야 당신 이제 어디 가지 말구 계속 들려줘', '우아 드뎌!!!ㅎㅎㅎㅎ 기다렸어요>.< 너무 좋아요 ️️️️️️', '노래가 너무 좋아용', '와웅 요즘 날씨에 듣기 딱이네요', '항상 잘듣고있어요. 앞으로도 파이팅~', '와 ㅠㅠㅠ 돌아와주셨구나 ㅠㅠ 고마워요!!', '돌이외주셔서 감사합니다!!! 정말 많이 기다렸어요ㅠㅡㅠ', '와 다 내스타일 앞으로 애용할거야 미쳤다', '당신 덕분에 내 인생곡들을 엄청 찾았어.. 항상 함께하자구..', '아 진짜 겁나 기다렸는데 ㅠㅠ 드디어', '돌아오셨네요 ㅠㅠ 새로운 영상 많이 기다렸습니다', '앞으로 꾸준히만 올려주세요 이 채널 진짜 사랑하게 될거엥영읏ㅊ푸읏추 처럼 중간에 가지말고요 ㅠㅠ 제발 사랑해영', '오랫동안 좋은 인연 유지해요 고마워요, 좋은 친구.', '진짜 엄청 기다렸어요', '좋네요~', '너무 좋아요', '와  첫 곡부터 취저다', '와 ㅋㅋㅋㅋㅋㅋㅋ 신난다 ', '양치하면서 들으니까 신나구만', '급 우울짜증 기분 날리고 간다누나 다시 기다리고 있을께...  언닌가..... 좋은 노래 준비해줭♡ 아주 칭찬해! 암튼 맘에든다!', '노래 좋네요 갬성씨 ㅎ', '존버 성공-!!!!!!!!!♡', '오욜 여악쉬 찐씽나는 플리와함께 컴백 크', '드디어!!!!!!!!!', '우와ㅏㅏㅏ오셧당', '믿고있었다구', '드디어..', '사랑해여 오빠', '나 나 빨리왔어 나 드라이브 당장 갈게', '꺅', '차 없어서 드라이브 못하는데요;;', '이얏 믿고 있었다구요']"
