,category,text,anger,Anticipation,Joy,Trust,Fear,Surprise,Sadness,Disgust
46,불우한,직장동기들이 내가 가난하다는 걸 알고 불쌍히 여기네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
47,불우한,회사 가는데 필요한 정장이 한 벌밖에 없는 단벌신사 신세네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
48,불우한,팀장님이 나 단벌신사라고 하기에 겁나 부끄러운 거 있지.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
49,불우한,대출 때문에 여러 가지로 힘드네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
50,불우한,부모님의 가난이 내게 이어지는 게 싫어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
51,불우한,직장 동료들에게 식사를 대접하지 못하는 것 때문에 속상해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
52,불우한,갑자기 해고통보가 와서 당황스럽네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
53,불우한,직장 동료들이 내가 고작 명품가방 안 들었다고 이상하게 보네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
54,불우한,집이 가난해서 돈을 벌려고 대기업에 입사했어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
55,불우한,집이 가난해서 직장에 입고 다닐 정장도 구할 수가 없어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
56,불우한,직장을 그만두고 수능을 준비할 때 집에서 아무 지원도 못 해줬어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
57,불우한,다른 직장 동료들은 명품 하나씩 있는데 난 그럴 수가 없어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
58,불우한,가난한 집안인데 부모님께서 의사가 되라고 강요하셔.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
59,불우한,우리 집은 지인도 돈도 없어서 취업하기 너무 힘들어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
60,불우한,내 자리를 면접관 학교 후배에게 빼앗겼어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
61,불우한,집니 가난해서 결국 비리를 저지르고 뒷돈을 받았어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
62,불우한,친구들은 편하게 시험공부 하는데 나는 그 시간에 과외랑 아르바이트까지 해야 될 만큼 가난해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
63,불우한,화려한 결혼식은 바라지도 않는데 식장 예약도 못 하는 우리 형편에 마음이 너무 아파.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
64,불우한,아기가 곧 태어나는데 양육을 위해 필요한 물품을 마련할 능력이 안 되는 내가 너무 한심해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
65,불우한,마음만은 정말 사랑하는데 재정적인 능력이 없어서 결혼식을 못 하게 됐어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
66,불우한,내가 돈이 없는 게 너무 억울하고 슬퍼.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
67,불우한,어제 그에게 내 어려운 형편을 솔직하게 말했어. 그가 어떻게 반응할지 걱정돼.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
68,불우한,우리 아이를 위해서라면 무엇이든 해주고 싶지만 돈이 없어 해주지 못하는 나 자신이 미워.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
69,불우한,내가 지금까지 그 사람과 함께해오면서 못 해준 게 너무 많아서 미안해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
70,불우한,돈이 없어서 우리 아기를 행복하게 해주지 못한 것이 우리의 유일한 잘못일 거야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
71,불우한,이 지긋지긋한 가난함에서 벗어나고 싶어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
72,불우한,우리가 부유하기라도 하면 사람들이 우리의 사랑을 인정해 줄 것 같아.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
73,불우한,우리 커플은 항상 최소한의 비용으로 데이트를 하려고 애써.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
74,불우한,돈이라도 많다면 우리를 사람들이 이렇게까지 부정적으로 바라보지는 않을 것 같아.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
75,불우한,왕복 세 시간 거리를 출퇴근을 하니까 너무 힘들고 피곤해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
76,불우한,도전하고 싶은 자격증이 있었는데 집에 경제적인 상황이 좋지 않아서 공부를 못했어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
77,불우한,대학원에 다니고 싶은데 집에서는 이제 내 학비를 감당할 수 없다고 해서 슬펐어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
78,불우한,면접을 가야하는데 교통비가 부족해서 친구가 빌려줬는데 창피했어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
79,불우한,몇 년 동안 유학을 준비했는데 아빠 사업이 망해서 못 가게 된 게 너무 슬퍼.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
80,불우한,사회생활도 시작하기 전에 학자금 대출 빚으로 갚아야 할 돈이 생기니까 부담스러워.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
81,불우한,공무원 시험일 일순위인데 아르바이트까지 하려니 힘들고 지쳐.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
82,불우한,취업을 하기 위해서 학원을 다니고 싶은데 학원비를 먼저 마련해야 하니까 학원을 못 다녀서 조급해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
83,불우한,가족의 생활비를 내 월급으로 충당하다보니 퇴사를 못하고 다니기 싫은 회사를 계속 다니고 있어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
84,불우한,일용직인데 어제도 일을 못 나가서 이번 달 생활비가 걱정이야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
85,불우한,가난한 집안 사정때문에 우리 딸 수학여행비도 못주고 참 씁쓸하네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
86,불우한,내가 돈을 많이 못 벌어서 아이를 학원에도 못 보내다니 한심하군.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
87,불우한,술 마셨다고 아내가 뭐라 그러네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
88,불우한,아내가 식당에 취직했어. 내가 몸이 불편해서 일을 못 하니 더 가난해지는 거야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
89,불우한,아이들이 갖고 싶은 선물을 사줄만큼 금전적인 여유가 없어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
90,불우한,우리 아들이 큰 집에서 살고 싶대. 나는 열심히 산다고 살았는데 기분이 좀 그렇네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
91,불우한,내 나이가 마흔인데 우리 집은 아직 월세라서 착잡해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
92,불우한,집이 경제적으로 어려워지면서 아내와의 싸움이 잦아졌어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
93,불우한,오늘 친한 선배님이 우울해하시길래 이유를 물었어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
94,불우한,난 그냥 이렇게 살다가 죽을 거야. 수술은 무슨 수술 돈이 어디 있다고.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
95,불우한,돈이 없으니 몸이 아파도 병원가기 부담스러워.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
96,불우한,이번 명절에 부모님 건강검진을 받게 해주고 싶었는데 돈이 없어서 못 해 드릴 것 같아. 이번 달 생활비도 막막해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
97,불우한,정말 힘들어 못 살겠어! 이제 한계에 도달한 것 같아!,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
98,불우한,정기적으로 건강검진을 받고 싶은데 돈이 상당히 부담이 되네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
99,불우한,딸이 많이 아픈데 수술 비용이 부족해. 어쩔 수 없어서 수술 날짜를 뒤로 미뤘는데 걱정이야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
100,불우한,아내와 이혼한 후부터 술을 많이 마셨어. 검진을 받아보니 건강이 많이 안 좋아졌다네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
101,불우한,다친 곳이 회복이 덜 되었다고 며칠 더 입원하라는데 병원비 걱정에 오늘 일찍 퇴원했어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
102,불우한,몇 년째 뇌사 상태로 누워 있는 아내의 병원비가 부담돼서 결국 산소 호흡기를 떼기로 했어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
103,불우한,내 몸이 아파도 돈이 별로 없으니 병원에 가지 않았어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
104,불우한,돈을 먼저 수납하지 않으면 절대 수술을 진행할 수 없대!,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
105,불우한,큰 병에 걸렸는데 병원비가 감당이 안 돼.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
106,불우한,시간이 흘러도 불우했던 어린 시절의 기억이 계속 떠올라서 나를 괴롭혀.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
107,불우한,예뻐지는 것도 건강해야지 예뻐지나 봐. 예전의 건강했던 내 모습으로 돌아가고 싶어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
108,불우한,이가 아파서 치과에 가야하는데 돈때문에 걱정이야. 치료비가 많이 나올것 같아.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
109,불우한,요즘 건강한 삶을 위해 새로운 도전을 해보려 하는데 돈이 없어서 헬스클럽에 등록할 수가 없네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
110,불우한,내가 겪어온 세월은 말로 다 할 수가 없네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
111,불우한,갱년기에 들어섰는지 여기저기 안 아픈 곳이 없네. 너무 속상해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
112,불우한,건강검진에서 갑상샘암이 발견되었어. 조기에 치료하면 된다고 하지만 돈이 충분하지 않아서 걱정이야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
113,불우한,오십 대가 되면서 여기저기 아파서 괴로워.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
114,불우한,나는 운이 없나 봐.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
115,불우한,아들의 약값이 많이 나가서 너무 부담돼.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
116,불우한,암 선고를 의사로부터 받았어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
117,불우한,친구들은 보험 가입을 해서 안심이 된다고 하는데 나는 필요한 보험을 못 들었어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
118,불우한,나 때문에 고생한 우리 부모님을 호강시켜 드릴 거야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
119,불우한,내가 간암 판정을 받았어. 이 사실을 두 딸에게 말하고 싶지 않아.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
120,불우한,자식들 교육시키기 위해 온갖 고생을 하신 어머니가 유방암에 걸리셨어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
121,불우한,아들과 둘이 살고 있는데 아들이 학교에 갔다가 집에 오면 아픈 나를 돌봐줘.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
122,불우한,남편이 나를 때려서 갈비뼈에 금이 갔어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
123,불우한,건강이 걱정이야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
124,불우한,나 때문에 고생한 우리 부모님을 호강시켜 드릴 거야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
125,불우한,내가 간암 판정을 받았어. 이 사실을 두 딸에게 말하고 싶지 않아.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
126,불우한,내 조상 중에서는 뇌 질환 때문에 오래 사신 분이 없대. 삶이 남지 않은 것 같아 너무 허무해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
127,불우한,병에 걸렸는데 보험 적용이 안 된대.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
128,불우한,내가 폐암에 걸렸대. 생존율이 십 프로도 되지 않는대.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
129,불우한,아직 정년까지 오 년이나 남았는데 회사에서 해고됐어. 내 인생이 너무 허무해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
130,불우한,내 아내가 움직이지 못하는 내 몸을 잡고 계속해서 울었어. 우는 내 아내를 보니 마음이 너무 아파.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
131,불우한,내가 암에 걸린 후 재발을 몇 번 겪고 나니 부유했던 내가 빈곤층이 됐어. 아주 순식간에 말이야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
132,불우한,아내가 내 항암 치료비를 벌기 위해서 뒤늦게 일을 하기 시작했어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
133,불우한,내가 위암에 걸렸는데 이 위암이 다른 장기로도 전이 됐대. 인생이 너무 허무해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
134,불우한,내 병이 이젠 약물치료가 불가능해져서 호스피스 병동에 들어오게 됐어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
135,불우한,아들이 내 폐암 치료비를 내주지 못해서 미안하다고 눈물을 보였어. 마음이 아파.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
136,불우한,이젠 더이상 가족들에게 피해를 줄 수 없어. 어떻게든 퇴원하기로 했어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
137,불우한,나는 그냥 열사병으로 쓰러진 줄 알았는데 뇌출혈이래. 갑자기 통보를 받으니 너무 당황스러워.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
138,불우한,노후 준비가 부족해서 재정이 열악하고 삶이 힘들어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
139,불우한,아버지가 입원했어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
140,불우한,오늘 치과에 갔더니 좀 일찍 왔어야 했다고 하더라고. 내가 돈이 좀 있었으면 미리 치과에 갔을 텐데.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
141,불우한,우리 주위에는 불치병으로 인하여 어려운 분들이 많은 것 같아.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
142,불우한,형님이 입원을 했어 걱정이야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
143,불우한,가난해서 치아가 시려와도 죽 한 그릇 사먹을 돈도 없네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
144,불우한,사는 게 점점 힘들어. 모아 놓은 재산이 없으니 걱정이야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
145,불우한,퇴직했는데 연금은 안 나오고 어디 돈 빌릴 데도 없고. 가난한 노인이 딱 내꼴이야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
146,불우한,친구들 만날 때마다 너무 미안해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
147,불우한,병원에서 입원비를 내지 못하면 더 치료해주지 않을 거래.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
148,불우한,돈이 좀 넉넉하면 좋겠는데 이럴 땐 돈이 없어서 속상하다.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
149,불우한,슬프고 우울한 기분이 드네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
150,불우한,유니세프에 매달 후원금을 내기로 했어. 좋은 일에 쓸 거라니 적은 금액이라도 기부하는 일이 보람있게 느껴져.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
151,불우한,가난한 사람은 병 걸리면 죽어야겠네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
152,불우한,평생을 열심히 일했는데 병원비가 없어 치료를 못받는다니 너무 허망해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
153,불우한,가난한데 건강이 나빠지면 병원비까지 들까봐 걱정이야.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
154,불우한,난 왜 이리 아픈 곳이 많을까.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
155,불우한,내가 암에 걸렸는데 병원비가 많이 드나봐.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
156,불우한,아니 요즘 같은 시대에 돈이 없어서 치료를 못받는다는 게 믿겨져?,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
157,불우한,마음이 아프네.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
158,불우한,노년이 다가오니 죽음이 무서워.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
159,불우한,병원에서 입원비를 내지 못하면 더 치료를 해주지 않을 거래.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
160,불우한,아파서 마땅히 일할 곳이 없어 속상해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
161,불우한,당뇨가 집안 내력인지 건강했던 아들도 당뇨에 걸리서 속상해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
162,불우한,혈압 약을 살 돈이 없어서 고혈압이 점점 심해져.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
163,불우한,아파서 입원한 지 한 달인데 이제 돈이 없어 퇴원해야 해.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
164,불우한,비 오는 날에도 폐지를 줍다가 폐결핵이 재발했어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
165,불우한,신장 이식에 너무 큰돈이 들어 투석으로만 버티고 있어.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
166,불우한,가난했지만 자식들을 위해 최선을 다했는데 자식들은 늙은 나를 돌보지 않아. 너무 슬퍼.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
167,불우한,이제라도 내 인생을 즐기고 싶은데 돈이 없어서 너무 슬퍼.,16.6666666666667,0.0,0.0,0.0,30.0,17.5,57.5,25.0
168,감사하는,오늘 반장 선거에서 내가 반장이 됐어! 친구들이 날 믿어줘서 너무 고맙다.,0.0,2.5,57.5,85.0,0.0,22.5,0.0,0.0
169,감사하는,오늘 시험에 친구가 알려준 문제가 나왔어. 결과가 좋아서 기쁘다.,0.0,2.5,57.5,85.0,0.0,22.5,0.0,0.0
170,감사하는,오늘 대학 합격 통지를 받았어. 엄마가 너무 기뻐하는데 나는 눈물이 났어.,0.0,2.5,57.5,85.0,0.0,22.5,0.0,0.0
171,감사하는,오늘 졸업식인데 선생님께서 아프셔서 오지 못하셨어. 그동안 감사하다는 말도 못했는데.,0.0,2.5,57.5,85.0,0.0,22.5,0.0,0.0
